"Название раздела";"GUID идентификатор группы элементов";"GUID идентификатор родительской группы элементов";"Заголовок раздела(title)";"Описание раздела(description)";"Ключевые слова раздела(keywords)";"Описание раздела";"Путь для раздела";"Порядок сортировки раздела";"GUID идентификатор элемента";"Название элемента";"Описание элемента";"Текст для элемента";"Метки";"Активность элемента";"Порядок сортировки элемента";"Путь к элементу";"Заголовок (title)";"Значение мета-тега description для страницы с элементом";"Значение мета-тега keywords для страницы с элементом";"Флаг индексации";"Дата";"Дата публикации";"Дата завершения публикации";"Файл изображения для элемента";"Файл малого изображения для элемента";"Ярлыки";"Идентификатор пользователя сайта";"Форматированное текстовое поле1-1";"Чек бокс1-1";"Форматированное текстовое поле2-1";"Чек бокс2-1";"Форматированное текстовое поле3-1";"Чек бокс3-1";"Адрес (youtube)";"Заголовок1-1";"Ссылка1-1";"Описание1-1";"Заголовок2-1";"Ссылка2-1";"Описание2-1";"Заголовок3-1";"Ссылка3-1";"Описание3-1";"Заголовок4-1";"Ссылка4-1";"Описание4-1";"Заголовок5-1";"Ссылка5-1";"Описание5-1";
;;;;;;;;;;"Салат с консервированной рыбой";;"Довольно часто домохозяйки не уверены как приготовить салат с консервированной рыбой. Впрочем, ничего слишком невозможного в этом вопросе на самом деле, нет. Привычная кулинария несет в себе достаточно много секретов и даже тайн. Даже то, что описано в классических трудах, после пристального изучения оказывается не совсем очевидно. Считается, что понимание как приготовить салат с консервированной рыбой является присущим для любой хозяйки. Честно говоря, это вопрос во многом спорный.<br> Мы решили поделиться одним из ярких рецептов. Этот способ готовки только с натяжкой можно назвать историческим. Но по оригинальности ему нет конкурентов. <br> Прочитайте нашу статью и узнайте как правильно приготовить это вкуснейшее блюдо, из нее вы узнаете для себя много нового. Вы точно узнаете как приготовить салат с консервированной рыбой. Желаем Вам приятного чтения!";;"1";"0";"salat-s-konservirovannoj-ryboj";"Узнай как приготовить салат с консервированной рыбой. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с консервированной рыбой - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с соленой горбушей";;"Многие юные любители программы "Все буде смачно" не знают как приготовить салат с соленой горбушей. Впрочем, ничего нерешаемого в этом вопросе нет. Русская кулинария несет в себе много секретов и даже тайн. Даже то, что написано о ней классиками, после пристального изучения становится не так очевидно. Традиционно считается, что знание как приготовить салат с соленой горбушей является известным для молодой домохозяйки. Честно говоря, это вопрос довольно спорный.<br> Мы же решили остановиться на наиболее доступном из рецептов. Это блюдо только с натяжкой можно называть историческим. Но по насыщенности вкусом ему, пожалуй, нет равных. <br> Изучите нашу статью и будете знать как нужно готовить это вкусное блюдо, из нее вы подчерпнете для себя кое-что новое. По крайней мере, Вы точно будете знать как приготовить салат с соленой горбушей. Желаем Вам приятного чтения!";;"1";"0";"salat-s-solenoj-gorbushej";"Узнай как приготовить салат с соленой горбушей. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с соленой горбушей - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с рыбной консервой";;"Некоторые юные пользователи соцсети Фейсбук не уверены как приготовить салат с рыбной консервой. Впрочем, этот вопрос не такой сложный как кажется. Традиционная кухня имеет много загадок. Даже то, что писали о ней исследователи, при подробном знакомстве с предметом оказывается неожиданным. Традиционно считается, что знание как приготовить салат с рыбной консервой присуще молодой хозяйке. Это вопрос во многом риторический.<br> Мы же решили остановиться на наиболее ярком из рецептов. Этот способ готовки нельзя считать выдающимся (хотя собственно почему?). Но по насыщенности вкусом ему нет равных в своем классе. <br> Прочитайте нашу статью и узнайте как нужно готовить это вкуснейшее блюдо, наша статья окажется полезной. Как минимум, Вы точно будете уверены в том как приготовить салат с рыбной консервой. Приятного аппетита!";;"1";"0";"salat-s-rybnoj-konservoj";"Узнай как приготовить салат с рыбной консервой. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с рыбной консервой - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с сайрой и яйцом";;"Довольно часто молодые телезрители кулинарных программ не знают как приготовить салат с сайрой и яйцом. Однако, этот рецепт довольно простой. Классическая кухня содержит достаточно много загадок и даже тайн. Традиционно считается, что понимание как приготовить салат с сайрой и яйцом является доступным для каждой домохозяйки. Честно говоря, это вопрос во многом риторический.<br> Мы остановимся на самом доступном из рецептов. Этот рецепт сложно называть историческим. Но по насыщенности вкусом ему сложно найти конкурента. <br> Ознакомьтесь с нашей статьей и вы узнаете как нужно готовить это вкусное блюдо, наша статья окажется интересной. Вы точно будете знать как приготовить салат с сайрой и яйцом. ";;"1";"0";"salat-s-sajroj-i-jajcom";"Узнай как приготовить салат с сайрой и яйцом. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с сайрой и яйцом - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с консервой";;"Как правило, юные телезрители программы "Все буде смачно" сомневаются в том как приготовить салат с консервой. Впрочем, ничего слишком нерешаемого в этом вопросе на самом деле, нет. Обыденная кулинария содержит достаточно много загадок. Даже то, что описано в классических работах, после внимательного прочтения является не так очевидно. Многие считают, что знание как приготовить салат с консервой присуще любой опытной домохозяйке. Это вопрос довольно риторический.<br> Мы поделимся одним из самых доступных рецептов. Этот способ готовки нельзя назвать традиционным. Но по оригинальности ему, пожалуй, нет равных. <br> Ознакомьтесь с нашей статьей и будете знать как правильно приготовить это вкуснейшее блюдо, наша статья окажется полезной. Вы точно будете уверены в том как приготовить салат с консервой. Желаем Вам приятного чтения!";;"1";"0";"salat-s-konservoj";"Узнай как приготовить салат с консервой. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с консервой - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с красной рыбой и помидорами";;" Привычная кулинария содержит достаточно много хитростей и даже тайн. Даже то, что описано в классических работах, при подробном знакомстве с предметом является иногда удивительным. Многие считают, что понимание как приготовить салат с красной рыбой и помидорами присуще любой опытной домохозяйке. Честно говоря, это вопрос во многом спорный.<br> Мы поделимся на этой странице одним из простых рецептов. Этот способ готовки вряд ли можно называть выдающимся (хотя собственно почему?). Но по оригинальности ему нет равных. <br> Читайте нашу инструкцию и узнайте как нужно готовить это вкуснейшее блюдо, мы уверены что наша статья может оказаться полезной. Вы точно будете уверены в том как приготовить салат с красной рыбой и помидорами. Желаем Вам приятного чтения!";;"1";"0";"salat-s-krasnoj-ryboj-i-pomidorami";"Узнай как приготовить салат с красной рыбой и помидорами. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с красной рыбой и помидорами - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с семгой слабосоленой";;" Привычная кухня, как оказывается, несет в себе много хитростей. Довольно часто то, что написано о ней классиками, после внимательного прочтения становится не так очевидно. Считается, что знание как приготовить салат с семгой слабосоленой присуще любой опытной домохозяйке. Честно говоря, это вопрос не совсем простой.<br> Мы остановимся на самом ярком из рецептов. Это блюдо вряд ли можно считать традиционным. Но по насыщенности вкусом ему сложно подыскать конкурента в своем классе. <br> Изучите нашу статью и узнайте как правильно приготовить это вкуснейшее блюдо, наша статья может оказаться интересной. Вы точно познакомитесь с тем как приготовить салат с семгой слабосоленой. Итак, устраивайтесь поудобнее, мы начинаем!";;"1";"0";"salat-s-semgoj-slabosolenoj";"Узнай как приготовить салат с семгой слабосоленой. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с семгой слабосоленой - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с фасолью";;"Как правило, юные хозяйки не уверены как приготовить салат с фасолью. Между тем, этот рецепт не такой уж сложный. Русская кухня содержит много хитростей и даже тайн. Даже то, что писали о ней классики, при детальном разборе является неожиданным. Считается, что знание как приготовить салат с фасолью является простым для зрелой домохозяйки. Честно говоря, это вопрос спорный.<br> Мы решили поделиться одним из самых доступных рецептов. Этот способ готовки нельзя называть традиционным (хотя собственно почему?). Но по оригинальности ему сложно выбрать соперника. <br> Ознакомьтесь с нашей статьей и вы узнаете как правильно приготовить это вкуснейшее блюдо, из нее вы узнаете кое-что новое. По крайней мере, Вы точно познакомитесь с тем как приготовить салат с фасолью. Приятного аппетита!";;"1";"0";"salat-s-fasolju";"Узнай как приготовить салат с фасолью. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с фасолью - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с рыбной консервой и яйцом";;" Традиционная кухня несет в себе достаточно много хитростей. Традиционно считается, что знание как приготовить салат с рыбной консервой и яйцом присуще опытной домохозяйке. Вынуждены признать, это вопрос во многом неоднозначный.<br> Мы решили поделиться на этой странице одним из ярких способов готовки этого блюда. Этот рецепт нельзя называть историческим (хотя почему?). Но по оригинальности ему, пожалуй, нет соперников в своем классе. <br> Читайте нашу статью и узнайте как правильно приготовить это вкуснейшее блюдо, мы надеемся что наша статья окажется полезной. Вы точно узнаете как приготовить салат с рыбной консервой и яйцом. Приятного аппетита!";;"1";"0";"salat-s-rybnoj-konservoj-i-jajcom";"Узнай как приготовить салат с рыбной консервой и яйцом. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с рыбной консервой и яйцом - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат сайра яйцо";;" Классическая кулинария, как оказывается, несет в себе много хитростей и даже тайн. Многие считают, что понимание как приготовить салат сайра яйцо является присущим для начинающей хозяйки. Это вопрос довольно не простой.<br> Мы же решили остановиться на самом ярком из рецептов. Этот способ готовки вряд ли можно называть выдающимся (хотя собственно почему?). Но по оригинальности ему сложно подобрать соперника. <br> Изучите нашу инструкцию и узнайте как нужно готовить это вкусное блюдо, мы уверены что наша статья окажется для вас полезной. Как минимум, Вы точно будете знать как приготовить салат сайра яйцо. Итак, устраивайтесь поудобнее, и мы начнем!";;"1";"0";"salat-sajra-jajco";"Узнай как приготовить салат сайра яйцо. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат сайра яйцо - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
