"Название раздела";"GUID идентификатор группы элементов";"GUID идентификатор родительской группы элементов";"Заголовок раздела(title)";"Описание раздела(description)";"Ключевые слова раздела(keywords)";"Описание раздела";"Путь для раздела";"Порядок сортировки раздела";"GUID идентификатор элемента";"Название элемента";"Описание элемента";"Текст для элемента";"Метки";"Активность элемента";"Порядок сортировки элемента";"Путь к элементу";"Заголовок (title)";"Значение мета-тега description для страницы с элементом";"Значение мета-тега keywords для страницы с элементом";"Флаг индексации";"Дата";"Дата публикации";"Дата завершения публикации";"Файл изображения для элемента";"Файл малого изображения для элемента";"Ярлыки";"Идентификатор пользователя сайта";"Форматированное текстовое поле1-1";"Чек бокс1-1";"Форматированное текстовое поле2-1";"Чек бокс2-1";"Форматированное текстовое поле3-1";"Чек бокс3-1";"Адрес (youtube)";"Заголовок1-1";"Ссылка1-1";"Описание1-1";"Заголовок2-1";"Ссылка2-1";"Описание2-1";"Заголовок3-1";"Ссылка3-1";"Описание3-1";"Заголовок4-1";"Ссылка4-1";"Описание4-1";"Заголовок5-1";"Ссылка5-1";"Описание5-1";
;;;;;;;;;;"Курица под кайфом салат";;" Традиционная кулинария, как оказывается, имеет много загадок. Довольно часто то, что писали о ней классики, после пристального изучения становится иногда удивительным. Многие считают, что знание как приготовить курица под кайфом салат является доступным для зрелой хозяйки. Скажем честно, это вопрос неоднозначный.<br> Мы остановимся на самом ярком из рецептов. Этот рецепт только с натяжкой можно считать выдающимся (хотя почему?). Но по оригинальности ему, пожалуй, нет равных. <br> Читайте нашу статью и узнайте как нужно готовить это вкусное блюдо, мы уверены что из нее вы подчерпнете о кулинарии и кухне кое-что новое. Как минимум, Вы точно будете уверены в том как приготовить курица под кайфом салат. Приятного аппетита!";;"1";"0";"kurica-pod-kajfom-salat";"Узнай как приготовить курица под кайфом салат. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Курица под кайфом салат - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с копченой курицей";;"Довольно часто молодые пользователи соцсети Фейсбук не знают как приготовить салат с копченой курицей. Впрочем, ничего тяжелого в этом рецепте нет. Обыденная кулинария имеет достаточно много хитростей и даже тайн. Традиционно считается, что понимание как приготовить салат с копченой курицей является известным для молодой хозяйки. Это вопрос во многом спорный.<br> Мы поделимся в этой статье одним из самых доступных рецептов. Этот рецепт сложно назвать выдающимся. Но по насыщенности вкусом ему, пожалуй, нет равных в своем классе. <br> Ознакомьтесь с нашей инструкцией и узнайте как правильно приготовить это вкуснейшее блюдо, мы надеемся что наша статья может оказаться полезной. Как минимум, Вы точно познакомитесь с тем как приготовить салат с копченой курицей. Желаем Вам приятного чтения!";;"1";"0";"salat-s-kopchenoj-kuricej";"Узнай как приготовить салат с копченой курицей. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с копченой курицей - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат из вареной курицы";;"Некоторые любители кулинарных программ не уверены как приготовить салат из вареной курицы. Между тем, этот вопрос довольно простой. Любая национальная кухня, как оказывается, имеет достаточно много загадок и даже тайн. Многие считают, что понимание как приготовить салат из вареной курицы присуще любой начинающей хозяйке. Вынуждены признать, это вопрос не такой простой.<br> Мы решили остановиться на наиболее ярком из рецептов. Этот рецепт нельзя считать историческим. Но по насыщенности вкусом ему, пожалуй, нет сильных соперников. <br> Изучите нашу инструкцию и узнайте как нужно готовить это вкуснейшее блюдо, мы думаем что наша статья может оказаться для вас интересной. По крайней мере, Вы точно будете знать как приготовить салат из вареной курицы. Итак, устраивайтесь поудобнее, и мы начнем!";;"1";"0";"salat-iz-varenoj-kuricy";"Узнай как приготовить салат из вареной курицы. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат из вареной курицы - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат из курицы с грибами";;" Традиционная кухня содержит достаточно много секретов и даже тайн. Довольно часто то, что написано о ней классиками, при подробном знакомстве с предметом становится не совсем очевидно. Многие считают, что понимание как приготовить салат из курицы с грибами является доступным для начинающей хозяйки. Это вопрос во многом риторический.<br> Мы остановимся на наиболее простом из рецептов. Этот способ готовки только с натяжкой можно называть историческим. Но по своему вкусу ему, пожалуй, сложно выбрать конкурента в своем классе. <br> Изучите нашу инструкцию и узнайте как правильно приготовить это вкусное блюдо, мы уверены что из нее вы узнаете о кулинарии много нового. По крайней мере, Вы точно будете знать как приготовить салат из курицы с грибами. Итак, устраивайтесь поудобнее, и мы начнем!";;"1";"0";"salat-iz-kuricy-s-gribami";"Узнай как приготовить салат из курицы с грибами. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат из курицы с грибами - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат из помидоров на зиму";;" Обыденная кухня, как оказывается, несет в себе достаточно много секретов. Даже то, что писали о ней кулинарные эксперты, после пристального изучения оказывается неожиданным. Традиционно считается, что знание как приготовить салат из помидоров на зиму присуще опытной домохозяйке. Это вопрос во многом спорный.<br> Мы решили поделиться с вами одним из самых доступных способов готовки этого блюда. Этот рецепт вряд ли можно называть историческим (хотя почему?). Но по оригинальности ему нет равных. <br> Читайте нашу статью и вы узнаете как нужно готовить это вкусное блюдо, мы думаем что наша статья окажется для вас полезной. Как минимум, Вы точно будете знать как приготовить салат из помидоров на зиму. Приятного чтения!";;"1";"0";"salat-iz-pomidorov-na-zimu";"Узнай как приготовить салат из помидоров на зиму. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат из помидоров на зиму - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салаты из помидор на зиму";;" Русская кухня, как оказывается, несет в себе достаточно много секретов. Даже то, что написано о ней классиками, при детальном разборе становится не так очевидно. Считается, что понимание как приготовить салаты из помидор на зиму является простым для любой домохозяйки. Честно говоря, это вопрос во многом риторический.<br> Мы же решили остановиться на самом простом из рецептов. Это блюдо вряд ли можно называть традиционным. Но по насыщенности вкусом ему, пожалуй, сложно найти достойного соперника в своем классе. <br> Изучите нашу инструкцию и узнайте как нужно готовить это вкуснейшее блюдо, мы уверены что наша статья окажется для вас интересной. Как минимум, Вы точно познакомитесь с тем как приготовить салаты из помидор на зиму. ";;"1";"0";"salaty-iz-pomidor-na-zimu";"Узнай как приготовить салаты из помидор на зиму. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салаты из помидор на зиму - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат на зиму из помидор";;"Многие юные домохозяйки сомневаются в том как приготовить салат на зиму из помидор. Между тем, ничего слишком тяжелого в этом рецепте нет. Традиционная кулинария, как оказывается, имеет достаточно много хитростей и даже тайн. Традиционно считается, что знание как приготовить салат на зиму из помидор является присущим для зрелой хозяйки. Вынуждены признать, это вопрос довольно не простой.<br> Мы же остановимся на самом простом из рецептов. Это блюдо вряд ли можно считать традиционным. Но по своему вкусу ему, пожалуй, нет равных в своем классе. <br> Изучите нашу инструкцию и вы узнаете как правильно приготовить это вкуснейшее блюдо, наша статья будет полезной. Как минимум, Вы точно будете знать как приготовить салат на зиму из помидор. Желаем Вам приятного чтения!";;"1";"0";"salat-na-zimu-iz-pomidor";"Узнай как приготовить салат на зиму из помидор. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат на зиму из помидор - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салаты на зиму из овощей";;"Довольно часто любители программы "Мастер-шеф" сомневаются в том как приготовить салаты на зиму из овощей. Впрочем, этот рецепт не такой уж сложный. Привычная кухня имеет достаточно много хитростей и даже тайн. Довольно часто то, что описано в классических работах, при подробном знакомстве с предметом оказывается не так очевидно. Традиционно считается, что знание как приготовить салаты на зиму из овощей является известным для каждой хозяйки. Так ли это – вопрос довольно неоднозначный.<br> Мы поделимся одним из ярких способов готовки этого блюда. Этот способ готовки сложно называть историческим (хотя почему?). Но по своей яркости ему сложно подобрать конкурента в своем классе. <br> Читайте нашу статью и вы узнаете как правильно приготовить это вкуснейшее блюдо, мы уверены что из нее вы узнаете о кулинарии и кухне что-то новое. По крайней мере, Вы точно узнаете как приготовить салаты на зиму из овощей. Приятного аппетита!";;"1";"0";"salaty-na-zimu-iz-ovocshej";"Узнай как приготовить салаты на зиму из овощей. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салаты на зиму из овощей - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Осенний салат на зиму";;"Довольно часто молодые хозяйки не уверены как приготовить осенний салат на зиму. Однако, ничего нерешаемого в этом вопросе нет. Обыденная кулинария имеет достаточно много секретов и даже тайн. Даже то, что написано о ней классиками, при детальном разборе оказывается не совсем очевидно. Традиционно считается, что знание как приготовить осенний салат на зиму присуще начинающей хозяйке. Это вопрос довольно риторический.<br> Мы решили поделиться в этой статье одним из самых ярких способов готовки этого блюда. Этот способ готовки вряд ли можно считать историческим. Но по своему вкусу ему нет равных в своем классе. <br> Прочитайте нашу статью и узнайте как правильно приготовить это вкуснейшее блюдо, наша статья может оказаться полезной. Вы точно будете знать как приготовить осенний салат на зиму. Желаем Вам приятного чтения!";;"1";"0";"osennij-salat-na-zimu";"Узнай как приготовить осенний салат на зиму. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Осенний салат на зиму - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Консервирование салатов на зиму";;" Любая национальная кулинария содержит достаточно много секретов и даже тайн. Традиционно считается, что понимание как приготовить консервирование салатов на зиму присуще любой начинающей хозяйке. Это вопрос довольно риторический.<br> Мы же остановимся на самом доступном из рецептов. Это блюдо нельзя считать традиционным (хотя почему?). Но по оригинальности ему нет равных в своем классе. <br> Прочитайте нашу статью и будете знать как нужно готовить это вкусное блюдо, из нее вы узнаете о кулинарии и кухне много нового. Как минимум, Вы точно узнаете как приготовить консервирование салатов на зиму. Приятного чтения!";;"1";"0";"konservirovanie-salatov-na-zimu";"Узнай как приготовить консервирование салатов на зиму. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Консервирование салатов на зиму - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
