"Название раздела";"GUID идентификатор группы элементов";"GUID идентификатор родительской группы элементов";"Заголовок раздела(title)";"Описание раздела(description)";"Ключевые слова раздела(keywords)";"Описание раздела";"Путь для раздела";"Порядок сортировки раздела";"GUID идентификатор элемента";"Название элемента";"Описание элемента";"Текст для элемента";"Метки";"Активность элемента";"Порядок сортировки элемента";"Путь к элементу";"Заголовок (title)";"Значение мета-тега description для страницы с элементом";"Значение мета-тега keywords для страницы с элементом";"Флаг индексации";"Дата";"Дата публикации";"Дата завершения публикации";"Файл изображения для элемента";"Файл малого изображения для элемента";"Ярлыки";"Идентификатор пользователя сайта";"Форматированное текстовое поле1-1";"Чек бокс1-1";"Форматированное текстовое поле2-1";"Чек бокс2-1";"Форматированное текстовое поле3-1";"Чек бокс3-1";"Адрес (youtube)";"Заголовок1-1";"Ссылка1-1";"Описание1-1";"Заголовок2-1";"Ссылка2-1";"Описание2-1";"Заголовок3-1";"Ссылка3-1";"Описание3-1";"Заголовок4-1";"Ссылка4-1";"Описание4-1";"Заголовок5-1";"Ссылка5-1";"Описание5-1";
;;;;;;;;;;"Салат из отварной печени";;"Некоторые молодые хозяйки не уверены как приготовить салат из отварной печени. Между тем, этот вопрос не такой сложный как кажется. Традиционная кулинария, как оказывается, несет в себе много хитростей и даже тайн. Даже то, что написано о ней классиками, при подробном знакомстве с предметом является иногда удивительным. Многие считают, что знание как приготовить салат из отварной печени является присущим для любой домохозяйки. Скажем честно, это вопрос довольно не такой простой.<br> Мы остановимся на самом ярком из рецептов. Этот способ готовки только с натяжкой можно назвать историческим (хотя собственно почему?). Но по своему вкусу ему, пожалуй, сложно подыскать сильного конкурента. <br> Читайте нашу статью и узнайте как нужно готовить это вкуснейшее блюдо, из нее вы узнаете для себя кое-что новое. Как минимум, Вы точно будете уверены в том как приготовить салат из отварной печени. Итак, устраивайтесь поудобнее, мы начинаем!";;"1";"0";"salat-iz-otvarnoj-pecheni";"Узнай как приготовить салат из отварной печени. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат из отварной печени - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с печенью и морковью";;"Как правило, молодые хозяйки сомневаются в том как приготовить салат с печенью и морковью. Однако, ничего слишком тяжелого в этом рецепте нет. Любая национальная кухня содержит много хитростей и даже тайн. Даже то, что описано в классических трудах, при подробном знакомстве с предметом является неожиданным. Считается, что понимание как приготовить салат с печенью и морковью является присущим для любой хозяйки. Это вопрос неоднозначный.<br> Мы же остановимся на самом простом из рецептов. Этот рецепт вряд ли можно назвать выдающимся (хотя собственно почему?). Но по своему вкусу ему нет сильных конкурентов в своем классе. <br> Читайте нашу статью и узнайте как правильно приготовить это вкуснейшее блюдо, мы надеемся что наша статья будет для вас интересной. Вы точно познакомитесь с тем как приготовить салат с печенью и морковью. ";;"1";"0";"salat-s-pechenju-i-morkovju";"Узнай как приготовить салат с печенью и морковью. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с печенью и морковью - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат из свиной печени";;"Некоторые юные зрители кулинарных программ не знают как приготовить салат из свиной печени. Между тем, ничего нерешаемого в этом блюде на самом деле, нет. Русская кухня содержит достаточно много загадок. Довольно часто то, что писали о ней классики, при детальном разборе становится не совсем очевидно. Традиционно считается, что понимание как приготовить салат из свиной печени присуще любой и каждой домохозяйке. Честно говоря, это вопрос во многом спорный.<br> Мы же решили остановиться на самом доступном из рецептов. Этот рецепт сложно назвать выдающимся (хотя собственно почему?). Но по своему вкусу ему, пожалуй, нет сильных конкурентов в своем классе. <br> Изучите нашу статью и будете знать как правильно приготовить это вкуснейшее блюдо, мы думаем что наша статья будет интересной. Как минимум, Вы точно узнаете как приготовить салат из свиной печени. ";;"1";"0";"salat-iz-svinoj-pecheni";"Узнай как приготовить салат из свиной печени. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат из свиной печени - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат из куриной печени и моркови";;"Довольно часто молодые домохозяйки не уверены как приготовить салат из куриной печени и моркови. Однако, ничего слишком невозможного в этом блюде нет. Традиционная кухня несет в себе много загадок и даже тайн. Даже то, что написано о ней классиками, при детальном разборе оказывается иногда удивительным. Считается, что понимание как приготовить салат из куриной печени и моркови является простым для молодой хозяйки. Честно говоря, это вопрос во многом неоднозначный.<br> Мы же остановимся на самом доступном из рецептов. Это блюдо только с натяжкой можно считать традиционным. Но по насыщенности вкусом ему, пожалуй, сложно подыскать сильного конкурента. <br> Читайте нашу статью и вы узнаете как нужно готовить это вкуснейшее блюдо, из нее вы узнаете много нового. Вы точно узнаете как приготовить салат из куриной печени и моркови. Приятного аппетита!";;"1";"0";"salat-iz-kurinoj-pecheni-i-morkovi";"Узнай как приготовить салат из куриной печени и моркови. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат из куриной печени и моркови - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат из говяжьей печени";;"Многие пользователи интернета не уверены как приготовить салат из говяжьей печени. Впрочем, этот рецепт не такой сложный как кажется. Русская кухня, как оказывается, несет в себе достаточно много загадок. Даже то, что описано в классических работах, после пристального изучения является не совсем очевидно. Многие считают, что понимание как приготовить салат из говяжьей печени присуще опытной хозяйке. Это вопрос во многом неоднозначный.<br> Мы поделимся на этой странице одним из самых доступных способов готовки этого блюда. Этот рецепт сложно называть традиционным. Но по насыщенности вкусом ему нет равных. <br> Изучите нашу статью и узнайте как правильно приготовить это вкуснейшее блюдо, наша статья будет для вас полезной. По крайней мере, Вы точно познакомитесь с тем как приготовить салат из говяжьей печени. Желаем Вам приятного чтения!";;"1";"0";"salat-iz-govjazhej-pecheni";"Узнай как приготовить салат из говяжьей печени. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат из говяжьей печени - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с печенью и корейской морковкой";;"Как правило, молодые зрители кулинарных программ не знают как приготовить салат с печенью и корейской морковкой. Однако, ничего тяжелого в этом блюде на самом деле, нет. Привычная кухня имеет достаточно много хитростей и даже тайн. Довольно часто то, что описано в классических трудах, при подробном знакомстве с предметом является иногда удивительным. Считается, что понимание как приготовить салат с печенью и корейской морковкой является присущим для любой домохозяйки. Это вопрос во многом спорный.<br> Мы же решили остановиться на самом ярком из рецептов. Этот способ готовки вряд ли можно считать традиционным (хотя почему?). Но по оригинальности ему, пожалуй, сложно подыскать достойного соперника. <br> Ознакомьтесь с нашей статьей и вы узнаете как нужно готовить это вкуснейшее блюдо, наша статья может оказаться интересной. По крайней мере, Вы точно будете уверены в том как приготовить салат с печенью и корейской морковкой. Приятного чтения!";;"1";"0";"salat-s-pechenju-i-korejskoj-morkovkoj";"Узнай как приготовить салат с печенью и корейской морковкой. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с печенью и корейской морковкой - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Печёночный салат";;"Многие телезрители программы "Шеф-повар сомневаются в том как приготовить печёночный салат. Однако, этот рецепт не такой сложный как кажется. Классическая кухня, как оказывается, имеет много хитростей и даже тайн. Считается, что знание как приготовить печёночный салат является присущим для каждой домохозяйки. Честно говоря, это вопрос не совсем простой.<br> Мы поделимся на этой странице одним из ярких рецептов. Это блюдо вряд ли можно называть историческим (хотя собственно почему?). Но по своему вкусу ему сложно выбрать достойного соперника. <br> Ознакомьтесь с нашей статьей и узнайте как нужно готовить это вкуснейшее блюдо, наша статья окажется интересной. Как минимум, Вы точно будете знать как приготовить печёночный салат. Приятного чтения!";;"1";"0";"pechjonochnyj-salat";"Узнай как приготовить печёночный салат. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Печёночный салат - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с печенью и фасолью";;"Как правило, юные домохозяйки сомневаются в том как приготовить салат с печенью и фасолью. Однако, ничего сложного в этом рецепте на самом деле, нет. Русская кухня несет в себе достаточно много хитростей и даже тайн. Довольно часто то, что писали о ней кулинарные эксперты, при подробном знакомстве с предметом становится не совсем очевидно. Традиционно считается, что знание как приготовить салат с печенью и фасолью является известным для начинающей домохозяйки. Скажем честно, это вопрос довольно не простой.<br> Мы поделимся с вами одним из самых доступных способов готовки этого блюда. Этот рецепт сложно считать историческим. Но по своему вкусу ему, пожалуй, нет достойных соперников. <br> Ознакомьтесь с нашей статьей и узнайте как правильно приготовить это вкусное блюдо, из нее вы подчерпнете для себя много нового. Как минимум, Вы точно будете уверены в том как приготовить салат с печенью и фасолью. Желаем Вам приятного чтения!";;"1";"0";"salat-s-pechenju-i-fasolju";"Узнай как приготовить салат с печенью и фасолью. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с печенью и фасолью - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат из печени трески с яйцом";;"Довольно часто юные домохозяйки сомневаются в том как приготовить салат из печени трески с яйцом. Однако, этот рецепт не такой уж сложный. Русская кухня, как оказывается, несет в себе достаточно много секретов и даже тайн. Традиционно считается, что знание как приготовить салат из печени трески с яйцом присуще любой и каждой хозяйке. Это вопрос во многом спорный.<br> Мы поделимся на этой странице одним из самых доступных рецептов. Этот способ готовки только с натяжкой можно назвать историческим. Но по своему вкусу ему сложно выбрать достойного соперника. <br> Ознакомьтесь с нашей инструкцией и будете знать как нужно готовить это вкусное блюдо, наша статья может оказаться интересной. Как минимум, Вы точно будете знать как приготовить салат из печени трески с яйцом. Итак, устраивайтесь поудобнее, мы начинаем!";;"1";"0";"salat-iz-pecheni-treski-s-jajcom";"Узнай как приготовить салат из печени трески с яйцом. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат из печени трески с яйцом - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Теплый салат с куриной печенью и рукколой";;"Некоторые юные хозяйки не уверены как приготовить теплый салат с куриной печенью и рукколой. Впрочем, ничего слишком сложного в этом блюде нет. Привычная кулинария содержит много секретов. Довольно часто то, что писали о ней кулинарные знатоки, при подробном знакомстве с предметом оказывается не совсем очевидно. Многие считают, что понимание как приготовить теплый салат с куриной печенью и рукколой является простым для молодой хозяйки. Честно говоря, это вопрос неоднозначный.<br> Мы решили поделиться на этой странице одним из самых доступных рецептов. Этот рецепт только с натяжкой можно назвать историческим. Но по насыщенности вкусом ему, пожалуй, нет достойных соперников. <br> Читайте нашу статью и вы узнаете как правильно приготовить это вкуснейшее блюдо, из нее вы подчерпнете много нового. По крайней мере, Вы точно познакомитесь с тем как приготовить теплый салат с куриной печенью и рукколой. Итак, устраивайтесь поудобнее, и мы начнем!";;"1";"0";"teplyj-salat-s-kurinoj-pechenju-i-rukkoloj";"Узнай как приготовить теплый салат с куриной печенью и рукколой. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Теплый салат с куриной печенью и рукколой - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
