"Название раздела";"GUID идентификатор группы элементов";"GUID идентификатор родительской группы элементов";"Заголовок раздела(title)";"Описание раздела(description)";"Ключевые слова раздела(keywords)";"Описание раздела";"Путь для раздела";"Порядок сортировки раздела";"GUID идентификатор элемента";"Название элемента";"Описание элемента";"Текст для элемента";"Метки";"Активность элемента";"Порядок сортировки элемента";"Путь к элементу";"Заголовок (title)";"Значение мета-тега description для страницы с элементом";"Значение мета-тега keywords для страницы с элементом";"Флаг индексации";"Дата";"Дата публикации";"Дата завершения публикации";"Файл изображения для элемента";"Файл малого изображения для элемента";"Ярлыки";"Идентификатор пользователя сайта";"Форматированное текстовое поле1-1";"Чек бокс1-1";"Форматированное текстовое поле2-1";"Чек бокс2-1";"Форматированное текстовое поле3-1";"Чек бокс3-1";"Адрес (youtube)";"Заголовок1-1";"Ссылка1-1";"Описание1-1";"Заголовок2-1";"Ссылка2-1";"Описание2-1";"Заголовок3-1";"Ссылка3-1";"Описание3-1";"Заголовок4-1";"Ссылка4-1";"Описание4-1";"Заголовок5-1";"Ссылка5-1";"Описание5-1";
;;;;;;;;;;"Простые салаты";;" Обыденная кулинария несет в себе много секретов. Многие считают, что понимание как приготовить простые салаты присуще зрелой домохозяйке. Скажем честно, это вопрос довольно не простой.<br> Мы решили поделиться с вами одним из ярких способов готовки этого блюда. Этот рецепт вряд ли можно назвать традиционным (хотя собственно почему?). Но по своему вкусу ему, пожалуй, нет конкурентов в своем классе. <br> Изучите нашу статью и узнайте как правильно приготовить это вкусное блюдо, из нее вы узнаете о секретах готовки много нового. По крайней мере, Вы точно узнаете как приготовить простые салаты. Приятного аппетита!";;"1";"0";"prostye-salaty";"Узнай как приготовить простые салаты. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Простые салаты - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салаты с фото";;"ками, после внимательного прочтения становится иногда удивительным. Считается, что знание как приготовить салаты с фото является известным для любой хозяйки. Это вопрос спорный.<br> Мы же решили остановиться на наиболее ярком из рецептов. Этот рецепт только с натяжкой можно считать выдающимся. Но по оригинальности ему нет равных. <br> Ознакомьтесь с нашей инструкцией и будете знать как нужно готовить это вкуснейшее блюдо, из нее вы подчерпнете о популярном блюде много нового. Как минимум, Вы точно будете знать как приготовить салаты с фото. ";;"1";"0";"salaty-s-foto";"Узнай как приготовить салаты с фото. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салаты с фото - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салаты на новый год";;" Русская кулинария имеет достаточно много секретов. Довольно часто то, что описано в классических работах, после внимательного прочтения оказывается не так очевидно. Традиционно считается, что понимание как приготовить салаты на новый год является известным для каждой хозяйки. Вынуждены признать, это вопрос риторический.<br> Мы же остановимся на наиболее доступном из рецептов. Это блюдо нельзя назвать традиционным. Но по своей яркости ему, пожалуй, сложно подыскать сильного соперника в своем классе. <br> Ознакомьтесь с нашей инструкцией и узнайте как правильно приготовить это вкусное блюдо, мы уверены что из нее вы подчерпнете о кулинарии много нового. По крайней мере, Вы точно будете уверены в том как приготовить салаты на новый год. ";;"1";"0";"salaty-na-novyj-god";"Узнай как приготовить салаты на новый год. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салаты на новый год - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат из кабачков на зиму";;" Русская кулинария, как оказывается, содержит много загадок. Традиционно считается, что понимание как приготовить салат из кабачков на зиму является простым для любой домохозяйки. Это вопрос во многом неоднозначный.<br> Мы решили поделиться в этой статье одним из простых способов готовки этого блюда. Этот рецепт сложно назвать выдающимся (хотя почему?). Но по насыщенности вкусом ему нет достойных конкурентов в своем классе. <br> Прочитайте нашу статью и будете знать как правильно приготовить это вкусное блюдо, мы надеемся что из нее вы подчерпнете о секретах готовки много нового. По крайней мере, Вы точно будете уверены в том как приготовить салат из кабачков на зиму. Приятного аппетита!";;"1";"0";"salat-iz-kabachkov-na-zimu";"Узнай как приготовить салат из кабачков на зиму. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат из кабачков на зиму - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Овощные салаты";;" Любая национальная кулинария, как оказывается, несет в себе много хитростей и даже тайн. Многие считают, что понимание как приготовить овощные салаты является известным для молодой домохозяйки. Это вопрос не совсем простой.<br> Мы поделимся в этой статье одним из простых рецептов. Этот способ готовки вряд ли можно назвать традиционным. Но по своему вкусу ему нет достойных конкурентов. <br> Ознакомьтесь с нашей инструкцией и узнайте как правильно приготовить это вкусное блюдо, мы думаем что наша статья будет интересной. Вы точно узнаете как приготовить овощные салаты. Желаем Вам приятного чтения!";;"1";"0";"ovocshnye-salaty";"Узнай как приготовить овощные салаты. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Овощные салаты - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салаты на зиму";;"Многие молодые домохозяйки не уверены как приготовить салаты на зиму. Однако, ничего тяжелого в этом вопросе нет. Обыденная кухня, как оказывается, имеет много загадок. Считается, что понимание как приготовить салаты на зиму является присущим для начинающей хозяйки. Честно говоря, это вопрос спорный.<br> Мы же остановимся на наиболее доступном из рецептов. Это блюдо сложно называть выдающимся (хотя собственно почему?). Но по оригинальности ему нет равных. <br> Изучите нашу инструкцию и будете знать как нужно готовить это вкуснейшее блюдо, наша статья окажется для вас полезной. Как минимум, Вы точно будете уверены в том как приготовить салаты на зиму. Приятного аппетита!";;"1";"0";"salaty-na-zimu";"Узнай как приготовить салаты на зиму. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салаты на зиму - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат из свеклы";;"Многие любители кулинарных программ сомневаются в том как приготовить салат из свеклы. Между тем, этот вопрос не такой сложный как кажется. Русская кухня несет в себе достаточно много хитростей. Даже то, что описано в классических работах, при подробном знакомстве с предметом оказывается не так очевидно. Многие считают, что знание как приготовить салат из свеклы является простым для зрелой хозяйки. Честно говоря, это вопрос во многом спорный.<br> Мы же решили остановиться на наиболее ярком из рецептов. Этот способ готовки вряд ли можно назвать традиционным (хотя собственно почему?). Но по насыщенности вкусом ему, пожалуй, нет равных. <br> Ознакомьтесь с нашей статьей и узнайте как правильно приготовить это вкусное блюдо, наша статья будет для вас интересной. Как минимум, Вы точно будете уверены в том как приготовить салат из свеклы. Итак, устраивайтесь поудобнее, мы начинаем!";;"1";"0";"salat-iz-svekly";"Узнай как приготовить салат из свеклы. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат из свеклы - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат с вареной свеклой";;"Как правило, хозяйки не знают как приготовить салат с вареной свеклой. Впрочем, ничего нерешаемого в этом блюде нет. Привычная кухня, как оказывается, содержит много секретов и даже тайн. Традиционно считается, что знание как приготовить салат с вареной свеклой присуще любой зрелой хозяйке. Честно говоря, это вопрос во многом неоднозначный.<br> Мы решили поделиться с вами одним из самых ярких рецептов. Этот рецепт вряд ли можно назвать традиционным. Но по своей яркости ему сложно подыскать достойного конкурента в своем классе. <br> Изучите нашу инструкцию и узнайте как нужно готовить это вкусное блюдо, мы надеемся что наша статья окажется полезной. Вы точно узнаете как приготовить салат с вареной свеклой. Желаем Вам приятного чтения!";;"1";"0";"salat-s-varenoj-svekloj";"Узнай как приготовить салат с вареной свеклой. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат с вареной свеклой - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат из сырой свеклы";;" Привычная кухня, как оказывается, несет в себе много загадок и даже тайн. Традиционно считается, что знание как приготовить салат из сырой свеклы является доступным для начинающей домохозяйки. Вынуждены признать, это вопрос спорный.<br> Мы поделимся в этой статье одним из доступных способов готовки этого блюда. Этот способ готовки только с натяжкой можно называть выдающимся. Но по своему вкусу ему, пожалуй, сложно выбрать достойного конкурента. <br> Ознакомьтесь с нашей инструкцией и вы узнаете как правильно приготовить это вкусное блюдо, наша статья окажется полезной. Вы точно узнаете как приготовить салат из сырой свеклы. Желаем Вам приятного чтения!";;"1";"0";"salat-iz-syroj-svekly";"Узнай как приготовить салат из сырой свеклы. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат из сырой свеклы - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
;;;;;;;;;;"Салат из вареной свеклы диетический";;" Привычная кухня, как оказывается, имеет много секретов. Считается, что знание как приготовить салат из вареной свеклы диетический является известным для любой домохозяйки. Скажем честно, это вопрос не такой простой.<br> Мы же решили остановиться на самом доступном из рецептов. Это блюдо нельзя считать традиционным (хотя собственно почему?). Но по оригинальности ему сложно подобрать соперника в своем классе. <br> Читайте нашу статью и будете знать как правильно приготовить это вкуснейшее блюдо, мы уверены что наша статья может оказаться для вас интересной. Как минимум, Вы точно познакомитесь с тем как приготовить салат из вареной свеклы диетический. Приятного аппетита!";;"1";"0";"salat-iz-varenoj-svekly-dieticheskij";"Узнай как приготовить салат из вареной свеклы диетический. Подборка вкусных рецептов для дома с фото и видео. Читай!";"Салат из вареной свеклы диетический - простые пошаговые рецепты с фото и видео";;"1";"02.07.2017 20:49:57";"0000-00-00 00:00:00";"0000-00-00 00:00:00";;;;"0";;
